,Protocol,NumDaysRunning,isDex,isPLF,isStaking,NumHacks,EaseofUse,NumAirdrops,TokenMktCap_SMA,TokenTotalVolume_SMA,TwitterFollowers_SMA,Tweets_SMA,Favourites_SMA,NativeTokenPrice_SMA,NativeTokenReturns_SMA,TokenMktShare,SuccessFactor_1
10676,Bancor V2.1,1170.0,1.0,0.0,1.0,1.0,3.67,1.0,107858691.87,67437563.31,82190.86,3806.04,5538.7,15.73,1.48,6.15,1.0
10677,Bancor V2.1,1171.0,1.0,0.0,1.0,1.0,3.67,1.0,109240088.1,68178066.0,82263.62,3809.08,5550.4,15.73,1.57,6.12,1.0
10678,Bancor V2.1,1172.0,1.0,0.0,1.0,1.0,3.67,1.0,110598136.97,68957213.61,82336.58,3812.06,5562.04,15.73,1.66,6.07,1.0
10679,Bancor V2.1,1173.0,1.0,0.0,1.0,1.0,3.67,1.0,112272488.33,69835274.88,82410.08,3815.04,5573.74,15.73,1.97,6.06,1.0
10680,Bancor V2.1,1174.0,1.0,0.0,1.0,1.0,3.67,1.0,113691057.31,70794002.0,82483.4,3817.9,5585.36,15.73,1.74,6.05,1.0
10681,Bancor V2.1,1175.0,1.0,0.0,1.0,1.0,3.67,1.0,114870976.32,71872037.84,82556.8,3820.62,5596.62,15.73,1.44,6.04,1.0
10682,Bancor V2.1,1176.0,1.0,0.0,1.0,1.0,3.67,1.0,115816257.13,71210439.07,82629.92,3823.3,5607.7,15.73,1.33,6.01,1.0
10683,Bancor V2.1,1177.0,1.0,0.0,1.0,1.0,3.67,1.0,117266483.43,72930451.63,82704.24,3825.94,5618.74,15.73,1.61,6.0,1.0
10684,Bancor V2.1,1178.0,1.0,0.0,1.0,1.0,3.67,1.0,118203752.76,73588366.13,82778.5,3828.52,5629.4,15.73,1.22,5.99,1.0
10685,Bancor V2.1,1179.0,1.0,0.0,1.0,1.0,3.67,1.0,118983179.08,73459569.42,82851.78,3831.06,5640.1,15.73,0.99,5.96,1.0
10686,Bancor V2.1,1180.0,1.0,0.0,1.0,1.0,3.67,1.0,119595064.92,73506643.92,82924.56,3833.56,5650.22,15.73,0.88,5.93,1.0
10687,Bancor V2.1,1181.0,1.0,0.0,1.0,1.0,3.67,1.0,120300443.61,73767573.62,82997.62,3836.02,5660.06,15.73,1.0,5.89,1.0
10688,Bancor V2.1,1182.0,1.0,0.0,1.0,1.0,3.67,1.0,120642314.53,73940660.69,83069.82,3838.36,5669.6,15.73,0.62,5.84,1.0
10689,Bancor V2.1,1183.0,1.0,0.0,1.0,1.0,3.67,1.0,120921088.17,73861375.65,83141.1,3840.62,5679.0,15.73,0.56,5.78,1.0
10690,Bancor V2.1,1184.0,1.0,0.0,1.0,1.0,3.67,1.0,121168980.35,74205647.83,83211.4,3842.74,5687.82,15.73,0.51,5.72,1.0
10691,Bancor V2.1,1185.0,1.0,0.0,1.0,1.0,3.67,1.0,121769794.49,75183807.95,83281.0,3844.74,5696.14,15.73,0.82,5.67,1.0
10692,Bancor V2.1,1186.0,1.0,0.0,1.0,1.0,3.67,1.0,122224875.63,75246565.7,83350.5,3846.74,5704.42,15.73,0.74,5.59,1.0
10693,Bancor V2.1,1187.0,1.0,0.0,1.0,1.0,3.67,1.0,122670611.99,74206619.48,83420.08,3848.74,5712.66,15.73,0.8,5.49,1.0
10694,Bancor V2.1,1188.0,1.0,0.0,1.0,1.0,3.67,1.0,123030376.87,74570163.81,83488.72,3850.62,5720.76,15.73,0.65,5.38,1.0
10695,Bancor V2.1,1189.0,1.0,0.0,1.0,1.0,3.67,1.0,123609307.01,72873512.05,83557.0,3852.42,5728.12,15.73,0.81,4.71,1.0
10696,Bancor V2.1,1190.0,1.0,0.0,1.0,1.0,3.67,1.0,123652835.37,73206618.85,83624.7,3854.2,5735.28,15.73,0.43,4.47,1.0
10697,Bancor V2.1,1191.0,1.0,0.0,1.0,1.0,3.67,1.0,123442862.15,73570981.2,83692.46,3855.88,5742.2,15.73,0.21,4.48,1.0
10698,Bancor V2.1,1192.0,1.0,0.0,1.0,1.0,3.67,1.0,123169574.96,73938658.26,83758.74,3857.52,5748.98,15.73,0.12,4.45,1.0
10699,Bancor V2.1,1193.0,1.0,0.0,1.0,1.0,3.67,1.0,122526618.74,74339030.72,83824.62,3859.06,5755.56,15.73,-0.32,4.46,1.0
10700,Bancor V2.1,1194.0,1.0,0.0,1.0,1.0,3.67,1.0,121865204.63,74388333.62,83889.6,3860.62,5762.08,15.73,-0.23,4.4,1.0
10701,Bancor V2.1,1195.0,1.0,0.0,1.0,1.0,3.67,1.0,121145261.43,74406525.1,83953.38,3862.14,5768.3,15.73,-0.31,4.35,1.0
10702,Bancor V2.1,1196.0,1.0,0.0,1.0,1.0,3.67,1.0,120416548.77,74122510.03,84015.9,3863.62,5774.3,15.73,-0.35,4.3,1.0
10703,Bancor V2.1,1197.0,1.0,0.0,1.0,1.0,3.67,1.0,119918448.84,74103219.8,84052.8,3864.63,5778.16,15.73,-0.07,4.23,1.0
10704,Bancor V2.1,1198.0,1.0,0.0,1.0,1.0,3.67,1.0,119355711.13,74182533.78,84115.35,3866.04,5783.67,15.73,-0.12,4.17,1.0
10705,Bancor V2.1,1199.0,1.0,0.0,1.0,1.0,3.67,1.0,118923202.24,74858764.29,84178.2,3867.39,5789.08,15.73,0.0,4.1,1.0
10706,Bancor V2.1,1200.0,1.0,0.0,1.0,1.0,3.67,1.0,118787473.65,74916510.44,84240.45,3868.73,5794.51,15.73,0.32,4.04,1.0
10707,Bancor V2.1,1201.0,1.0,0.0,1.0,1.0,3.67,1.0,118429146.15,74942098.39,84302.02,3870.06,5799.9,15.73,0.04,3.99,1.0
10708,Bancor V2.1,1202.0,1.0,0.0,1.0,1.0,3.67,1.0,118083629.29,74079735.65,84362.02,3871.31,5805.14,15.73,0.08,3.94,1.0
10709,Bancor V2.1,1203.0,1.0,0.0,1.0,1.0,3.67,1.0,117697778.31,73845752.64,84420.73,3872.53,5810.33,15.73,0.0,3.9,1.0
10710,Bancor V2.1,1204.0,1.0,0.0,1.0,1.0,3.67,1.0,117092524.76,73616644.59,84477.59,3873.67,5815.22,15.73,-0.25,3.59,1.0
10711,Bancor V2.1,1205.0,1.0,0.0,1.0,1.0,3.67,1.0,116500706.45,73578312.36,84533.9,3874.78,5819.94,15.73,-0.25,3.56,1.0
10712,Bancor V2.1,1206.0,1.0,0.0,1.0,1.0,3.67,1.0,115577185.38,73454598.3,84588.76,3875.86,5824.39,15.73,-0.62,3.34,1.0
10713,Bancor V2.1,1207.0,1.0,0.0,1.0,1.0,3.67,1.0,114581102.02,73369810.57,84641.35,3876.84,5828.41,15.73,-0.75,3.23,1.0
10714,Bancor V2.1,1208.0,1.0,0.0,1.0,1.0,3.67,1.0,113396190.92,73099329.33,84692.22,3877.67,5832.08,15.73,-0.98,3.15,1.0
10715,Bancor V2.1,1209.0,1.0,0.0,1.0,1.0,3.67,1.0,112001302.3,72531361.82,84741.0,3878.45,5835.49,15.73,-1.26,3.1,1.0
10716,Bancor V2.1,1210.0,1.0,0.0,1.0,1.0,3.67,1.0,110468900.49,71754951.28,84788.65,3879.1,5838.51,15.73,-1.34,3.05,1.0
10717,Bancor V2.1,1211.0,1.0,0.0,1.0,1.0,3.67,1.0,108819980.04,71415054.98,84834.22,3879.67,5841.08,15.73,-1.55,3.0,1.0
10718,Bancor V2.1,1212.0,1.0,0.0,1.0,1.0,3.67,1.0,106699413.01,70272508.08,84876.61,3880.24,5843.43,15.73,-1.72,2.92,1.0
10719,Bancor V2.1,1213.0,1.0,0.0,1.0,1.0,3.67,1.0,104521521.45,68883295.92,84917.51,3880.76,5845.57,15.73,-1.64,2.84,1.0
10720,Bancor V2.1,1214.0,1.0,0.0,1.0,1.0,3.67,1.0,102562147.37,68520987.16,84956.63,3881.14,5847.53,15.73,-1.52,2.77,1.0
10721,Bancor V2.1,1215.0,1.0,0.0,1.0,1.0,3.67,1.0,100366900.5,67675921.95,84995.08,3881.51,5849.31,15.73,-1.59,2.69,1.0
10722,Bancor V2.1,1216.0,1.0,0.0,1.0,1.0,3.67,1.0,98453372.14,67211096.86,85032.12,3881.88,5851.0,15.73,-1.34,2.63,1.0
10723,Bancor V2.1,1217.0,1.0,0.0,1.0,1.0,3.67,1.0,96612964.12,66346910.66,85067.63,3882.22,5852.63,15.73,-1.29,2.56,1.0
10724,Bancor V2.1,1218.0,1.0,0.0,1.0,1.0,3.67,1.0,95273875.06,67285414.67,85102.33,3882.55,5854.24,15.73,-0.78,2.53,1.0
10725,Bancor V2.1,1219.0,1.0,0.0,1.0,1.0,3.67,1.0,93621279.38,66295650.87,85135.65,3882.82,5855.69,15.73,-1.13,2.49,1.0
10726,Bancor V2.1,1220.0,1.0,0.0,1.0,1.0,3.67,1.0,91935941.3,65314017.0,85167.02,3883.08,5857.02,15.73,-1.2,2.42,1.0
10727,Bancor V2.1,1221.0,1.0,0.0,1.0,1.0,3.67,1.0,90373341.71,64675683.54,85196.06,3883.35,5858.35,15.73,-1.08,2.38,1.0
10728,Bancor V2.1,1222.0,1.0,0.0,1.0,1.0,3.67,1.0,89205274.54,64818112.38,85223.88,3883.61,5859.63,15.73,-0.63,2.34,1.0
10729,Bancor V2.1,1223.0,1.0,0.0,1.0,1.0,3.67,1.0,87810080.54,64693449.41,85250.39,3883.88,5860.84,15.73,-0.81,2.28,1.0
10730,Bancor V2.1,1224.0,1.0,0.0,1.0,1.0,3.67,1.0,86312606.78,64206553.84,85275.96,3884.12,5861.96,15.73,-1.07,2.25,1.0
10731,Bancor V2.1,1225.0,1.0,0.0,1.0,1.0,3.67,1.0,85154302.73,63619662.66,85300.59,3884.37,5863.08,15.73,-0.59,2.22,1.0
10732,Bancor V2.1,1226.0,1.0,0.0,1.0,1.0,3.67,1.0,84262721.46,64716390.0,85324.59,3884.55,5864.04,15.73,-0.41,2.19,1.0
10733,Bancor V2.1,1227.0,1.0,0.0,1.0,1.0,3.67,1.0,82750155.36,63217225.73,85346.2,3884.71,5864.86,15.73,-0.89,2.15,1.0
10734,Bancor V2.1,1228.0,1.0,0.0,1.0,1.0,3.67,1.0,81571460.95,62352711.65,85366.71,3884.88,5865.65,15.73,-0.72,2.12,1.0
10735,Bancor V2.1,1229.0,1.0,0.0,1.0,1.0,3.67,1.0,80314026.41,61874599.78,85386.2,3885.04,5866.37,15.73,-0.77,2.09,1.0
10736,Bancor V2.1,1230.0,1.0,0.0,1.0,1.0,3.67,1.0,79597177.7,61803835.34,85405.53,3885.29,5867.41,15.73,-0.15,2.07,1.0
10737,Bancor V2.1,1231.0,1.0,0.0,1.0,1.0,3.67,1.0,78838686.3,61629962.21,85424.41,3885.59,5868.73,15.73,-0.23,2.04,1.0
10738,Bancor V2.1,1232.0,1.0,0.0,1.0,1.0,3.67,1.0,78133278.6,60788753.63,85443.0,3886.08,5870.59,15.73,-0.19,2.02,1.0
10739,Bancor V2.1,1233.0,1.0,0.0,1.0,1.0,3.67,1.0,77397669.15,60491028.22,85460.43,3886.69,5873.08,15.73,-0.24,2.01,1.0
10740,Bancor V2.1,1234.0,1.0,0.0,1.0,1.0,3.67,1.0,76541764.95,59690756.4,85477.35,3887.37,5875.47,15.73,-0.38,1.99,1.0
10741,Bancor V2.1,1235.0,1.0,0.0,1.0,1.0,3.67,1.0,75385337.7,58281198.97,85494.08,3888.06,5877.9,15.73,-0.64,1.97,1.0
10742,Bancor V2.1,1236.0,1.0,0.0,1.0,1.0,3.67,1.0,74445039.47,57983103.69,85510.51,3889.0,5880.76,15.73,-0.47,1.95,1.0
10743,Bancor V2.1,1237.0,1.0,0.0,1.0,1.0,3.67,1.0,73389558.61,58833630.1,85526.39,3889.96,5884.0,15.73,-0.69,1.94,1.0
10744,Bancor V2.1,1238.0,1.0,0.0,1.0,1.0,3.67,1.0,72232595.42,58423965.18,85541.45,3890.98,5887.49,15.73,-0.83,1.91,1.0
10745,Bancor V2.1,1239.0,1.0,0.0,1.0,1.0,3.67,1.0,70855178.26,59160923.92,85555.78,3892.22,5891.2,15.73,-0.93,1.9,1.0
10746,Bancor V2.1,1240.0,1.0,0.0,1.0,1.0,3.67,1.0,70044819.14,58612102.21,85570.65,3893.47,5894.94,15.73,-0.54,1.89,1.0
10747,Bancor V2.1,1241.0,1.0,0.0,1.0,1.0,3.67,1.0,69491220.69,58140783.0,85584.69,3894.71,5898.78,15.73,-0.31,1.88,1.0
10748,Bancor V2.1,1242.0,1.0,0.0,1.0,1.0,3.67,1.0,68994603.5,57340140.73,85598.53,3895.98,5902.71,15.73,-0.23,1.88,1.0
10749,Bancor V2.1,1243.0,1.0,0.0,1.0,1.0,3.67,1.0,68844307.63,56581029.56,85612.04,3897.24,5906.67,15.73,0.16,1.88,1.0
10750,Bancor V2.1,1244.0,1.0,0.0,1.0,1.0,3.67,1.0,68451653.83,56164913.69,85625.86,3898.49,5910.73,15.73,-0.24,1.88,1.0
10751,Bancor V2.1,1245.0,1.0,0.0,1.0,1.0,3.67,1.0,68092389.06,55790859.59,85640.71,3899.82,5915.0,15.73,-0.21,1.88,1.0
10752,Bancor V2.1,1246.0,1.0,0.0,1.0,1.0,3.67,1.0,67640628.2,55929436.74,85655.59,3901.18,5919.43,15.73,-0.41,1.87,1.0
10753,Bancor V2.1,1247.0,1.0,0.0,1.0,1.0,3.67,1.0,66907212.13,55736519.02,85661.84,3902.24,5922.92,15.73,-0.87,1.87,1.0
10754,Bancor V2.1,1248.0,1.0,0.0,1.0,1.0,3.67,1.0,66169553.76,55627793.75,85674.74,3903.64,5927.52,15.73,-0.96,1.86,1.0
10755,Bancor V2.1,1249.0,1.0,0.0,1.0,1.0,3.67,1.0,65426373.86,55438056.09,85686.68,3905.06,5932.28,15.73,-0.97,1.88,1.0
10756,Bancor V2.1,1250.0,1.0,0.0,1.0,1.0,3.67,1.0,64657146.45,55130556.88,85698.96,3906.5,5937.28,15.73,-0.98,1.8,1.0
10757,Bancor V2.1,1251.0,1.0,0.0,1.0,1.0,3.67,1.0,63989785.16,54892165.59,85710.98,3907.96,5942.42,15.73,-0.85,1.8,1.0
10758,Bancor V2.1,1252.0,1.0,0.0,1.0,1.0,3.67,1.0,63213203.01,54485477.72,85723.32,3909.48,5947.82,15.73,-1.08,1.8,1.0
10759,Bancor V2.1,1253.0,1.0,0.0,1.0,1.0,3.67,1.0,62555117.78,54070562.21,85735.42,3910.98,5953.16,15.73,-0.96,1.8,1.0
10760,Bancor V2.1,1254.0,1.0,0.0,1.0,1.0,3.67,1.0,61962716.94,53659995.1,85747.66,3912.54,5958.72,15.73,-0.83,1.8,1.0
10761,Bancor V2.1,1255.0,1.0,0.0,1.0,1.0,3.67,1.0,61545968.38,53644232.42,85759.46,3914.12,5964.34,15.73,-0.35,1.79,1.0
10762,Bancor V2.1,1256.0,1.0,0.0,1.0,1.0,3.67,1.0,61105749.44,53445730.68,85771.12,3915.72,5969.98,15.73,-0.43,1.79,1.0
10763,Bancor V2.1,1257.0,1.0,0.0,1.0,1.0,3.67,1.0,60794872.19,52852894.66,85782.14,3917.32,5975.6,15.73,-0.2,1.78,1.0
10764,Bancor V2.1,1258.0,1.0,0.0,1.0,1.0,3.67,1.0,60574855.27,52292313.96,85793.5,3919.18,5982.2,15.73,-0.06,1.78,1.0
10765,Bancor V2.1,1259.0,1.0,0.0,1.0,1.0,3.67,1.0,60549619.39,51550023.97,85806.04,3921.1,5988.98,15.73,0.33,1.77,1.0
10766,Bancor V2.1,1260.0,1.0,0.0,1.0,1.0,3.67,1.0,60491373.49,51244112.48,85818.56,3923.08,5995.92,15.73,0.25,1.77,1.0
10767,Bancor V2.1,1261.0,1.0,0.0,1.0,1.0,3.67,1.0,60456275.07,50989005.17,85831.26,3925.18,6003.02,15.73,0.29,1.77,1.0
10768,Bancor V2.1,1262.0,1.0,0.0,1.0,1.0,3.67,1.0,60325747.23,50514276.96,85844.4,3927.28,6010.1,15.73,0.1,1.76,1.0
10769,Bancor V2.1,1263.0,1.0,0.0,1.0,1.0,3.67,1.0,60056556.12,49857620.35,85857.78,3929.4,6017.34,15.73,-0.16,1.75,1.0
10770,Bancor V2.1,1264.0,1.0,0.0,1.0,1.0,3.67,1.0,59886711.01,49538163.12,85871.56,3931.56,6024.66,15.73,0.03,1.74,1.0
10771,Bancor V2.1,1265.0,1.0,0.0,1.0,1.0,3.67,1.0,59699740.34,49117394.42,85885.1,3933.98,6032.98,15.73,-0.04,1.73,1.0
10772,Bancor V2.1,1266.0,1.0,0.0,1.0,1.0,3.67,1.0,59770080.05,49490925.14,85898.5,3936.48,6041.94,15.73,0.35,1.73,1.0
10773,Bancor V2.1,1267.0,1.0,0.0,1.0,1.0,3.67,1.0,59915026.52,49894676.02,85912.72,3939.26,6051.82,15.73,0.36,1.72,1.0
10774,Bancor V2.1,1268.0,1.0,0.0,1.0,1.0,3.67,1.0,60060162.37,49330487.7,85927.78,3942.12,6062.16,15.73,0.16,1.72,1.0
10775,Bancor V2.1,1269.0,1.0,0.0,1.0,1.0,3.67,1.0,60356388.1,49133760.23,85943.96,3945.08,6072.9,15.73,0.38,1.71,1.0
10776,Bancor V2.1,1270.0,1.0,0.0,1.0,1.0,3.67,1.0,61015355.37,49598237.0,85960.96,3948.14,6084.04,15.73,0.79,1.71,1.0
10777,Bancor V2.1,1271.0,1.0,0.0,1.0,1.0,3.67,1.0,61538360.47,49679322.31,85978.9,3951.28,6095.54,15.73,0.63,1.71,1.0
10778,Bancor V2.1,1272.0,1.0,0.0,1.0,1.0,3.67,1.0,61890515.72,49185177.41,85997.74,3954.56,6107.4,15.73,0.32,1.7,1.0
10779,Bancor V2.1,1273.0,1.0,0.0,1.0,1.0,3.67,1.0,62230217.42,48879837.26,86018.44,3957.94,6119.74,15.73,0.31,1.7,1.0
10780,Bancor V2.1,1274.0,1.0,0.0,1.0,1.0,3.67,1.0,62836149.08,49069904.94,86043.8,3961.42,6132.46,15.73,0.67,1.7,1.0
10781,Bancor V2.1,1275.0,1.0,0.0,1.0,1.0,3.67,1.0,62978859.64,49008377.12,86075.76,3965.1,6145.2,15.73,0.02,1.69,1.0
10782,Bancor V2.1,1276.0,1.0,0.0,1.0,1.0,3.67,1.0,63175604.59,48775894.76,86108.08,3968.84,6158.14,15.73,0.08,1.69,1.0
10783,Bancor V2.1,1277.0,1.0,0.0,1.0,1.0,3.67,1.0,63325592.56,48356401.77,86141.14,3972.6,6171.16,15.73,0.03,1.68,1.0
10784,Bancor V2.1,1278.0,1.0,0.0,1.0,1.0,3.67,1.0,63548787.77,48102635.92,86174.38,3976.4,6184.42,15.73,0.11,1.68,1.0
10785,Bancor V2.1,1279.0,1.0,0.0,1.0,1.0,3.67,1.0,63830113.81,48303606.91,86208.1,3980.24,6197.96,15.73,0.19,1.68,1.0
10786,Bancor V2.1,1280.0,1.0,0.0,1.0,1.0,3.67,1.0,63643038.05,47721523.15,86241.82,3984.02,6211.42,15.73,-0.42,1.35,1.0
10787,Bancor V2.1,1281.0,1.0,0.0,1.0,1.0,3.67,1.0,63608958.96,47089431.09,86276.24,3987.92,6225.1,15.73,-0.25,1.32,1.0
10788,Bancor V2.1,1282.0,1.0,0.0,1.0,1.0,3.67,1.0,63698211.62,46837295.41,86312.54,3991.78,6238.74,15.73,-0.1,1.3,1.0
10789,Bancor V2.1,1283.0,1.0,0.0,1.0,1.0,3.67,1.0,63745965.5,46653481.88,86350.02,3995.56,6251.84,15.73,-0.15,1.29,1.0
10790,Bancor V2.1,1284.0,1.0,0.0,1.0,1.0,3.67,1.0,64017780.31,46367372.65,86388.18,3999.26,6265.02,15.73,0.13,1.28,1.0
10791,Bancor V2.1,1285.0,1.0,0.0,1.0,1.0,3.67,1.0,64311141.42,46109519.37,86427.2,4002.98,6278.34,15.73,0.14,1.27,1.0
10792,Bancor V2.1,1286.0,1.0,0.0,1.0,1.0,3.67,1.0,64572220.94,45914310.96,86467.1,4006.64,6291.76,15.73,0.1,1.27,1.0
10793,Bancor V2.1,1287.0,1.0,0.0,1.0,1.0,3.67,1.0,64806520.72,45671568.29,86507.36,4010.4,6304.98,15.73,0.08,1.26,1.0
10794,Bancor V2.1,1288.0,1.0,0.0,1.0,1.0,3.67,1.0,65300472.3,45473914.55,86548.48,4014.3,6318.24,15.73,0.45,1.26,1.0
10795,Bancor V2.1,1289.0,1.0,0.0,1.0,1.0,3.67,1.0,65788662.64,44916122.5,86589.68,4018.0,6331.32,15.73,0.33,1.27,1.0
10796,Bancor V2.1,1290.0,1.0,0.0,1.0,1.0,3.67,1.0,66144027.51,44777710.85,86631.06,4021.76,6344.5,15.73,0.26,1.27,1.0
10797,Bancor V2.1,1291.0,1.0,0.0,1.0,1.0,3.67,1.0,66601509.29,44644404.14,86673.52,4025.66,6357.88,15.73,0.39,1.27,1.0
10798,Bancor V2.1,1292.0,1.0,0.0,1.0,1.0,3.67,1.0,67156247.35,44905134.9,86716.86,4029.58,6371.5,15.73,0.49,1.27,1.0
10799,Bancor V2.1,1293.0,1.0,0.0,1.0,1.0,3.67,1.0,68073313.64,46285890.83,86762.14,4033.82,6385.94,15.73,0.95,1.28,1.0
10800,Bancor V2.1,1294.0,1.0,0.0,1.0,1.0,3.67,1.0,69915411.97,52075623.57,86811.78,4038.3,6401.38,15.73,1.86,1.3,1.0
10801,Bancor V2.1,1295.0,1.0,0.0,1.0,1.0,3.67,1.0,71456272.21,54227234.22,86862.24,4042.86,6416.86,15.73,1.68,1.32,1.0
10802,Bancor V2.1,1296.0,1.0,0.0,1.0,1.0,3.67,1.0,72970115.49,55260423.11,86915.14,4047.42,6432.16,15.73,1.85,1.34,1.0
10803,Bancor V2.1,1297.0,1.0,0.0,1.0,1.0,3.67,1.0,74522200.68,57230682.85,86968.86,4052.08,6447.44,15.73,2.03,1.35,1.0
10804,Bancor V2.1,1298.0,1.0,0.0,1.0,1.0,3.67,1.0,76051497.69,58954499.81,87023.04,4056.74,6462.74,15.73,2.09,1.36,1.0
10805,Bancor V2.1,1299.0,1.0,0.0,1.0,1.0,3.67,1.0,77490157.87,59370243.92,87078.2,4061.52,6478.18,15.73,2.0,1.37,1.0
10806,Bancor V2.1,1300.0,1.0,0.0,1.0,1.0,3.67,1.0,78809142.07,60437712.48,87133.56,4066.42,6493.46,15.73,1.86,1.38,1.0
10807,Bancor V2.1,1301.0,1.0,0.0,1.0,1.0,3.67,1.0,80570838.32,62841524.66,87191.02,4071.38,6508.64,15.73,2.06,1.39,1.0
10808,Bancor V2.1,1302.0,1.0,0.0,1.0,1.0,3.67,1.0,82008564.49,64600242.39,87248.36,4076.32,6523.58,15.73,1.92,1.41,1.0
10809,Bancor V2.1,1303.0,1.0,0.0,1.0,1.0,3.67,1.0,83580361.0,65782963.93,87306.34,4081.36,6538.44,15.73,2.09,1.42,1.0
10810,Bancor V2.1,1304.0,1.0,0.0,1.0,1.0,3.67,1.0,85112096.45,66616263.62,87365.3,4086.36,6553.08,15.73,2.0,1.43,1.0
10811,Bancor V2.1,1305.0,1.0,0.0,1.0,1.0,3.67,1.0,86564764.7,66580349.23,87425.66,4091.36,6567.76,15.73,1.63,1.45,1.0
10812,Bancor V2.1,1306.0,1.0,0.0,1.0,1.0,3.67,1.0,88110326.62,67278705.67,87487.22,4096.34,6582.54,15.73,1.78,1.46,1.0
10813,Bancor V2.1,1307.0,1.0,0.0,1.0,1.0,3.67,1.0,89837605.24,67552605.45,87549.18,4101.5,6597.5,15.73,1.82,1.48,1.0
10814,Bancor V2.1,1308.0,1.0,0.0,1.0,1.0,3.67,1.0,91516813.64,69000095.12,87610.48,4106.5,6611.54,15.73,1.79,1.5,1.0
10815,Bancor V2.1,1309.0,1.0,0.0,1.0,1.0,3.67,1.0,93004026.8,69182555.71,87671.7,4111.58,6625.44,15.73,1.55,1.51,1.0
10816,Bancor V2.1,1310.0,1.0,0.0,1.0,1.0,3.67,1.0,94411024.16,69131329.18,87732.26,4116.82,6639.52,15.73,1.51,1.53,1.0
10817,Bancor V2.1,1311.0,1.0,0.0,1.0,1.0,3.67,1.0,95935836.08,69852958.08,87793.58,4121.94,6653.52,15.73,1.69,1.54,1.0
10818,Bancor V2.1,1312.0,1.0,0.0,1.0,1.0,3.67,1.0,97402530.45,70685855.87,87856.12,4127.14,6667.72,15.73,1.57,1.56,1.0
10819,Bancor V2.1,1313.0,1.0,0.0,1.0,1.0,3.67,1.0,99188714.17,70664675.02,87919.72,4132.36,6681.82,15.73,1.88,1.57,1.0
10820,Bancor V2.1,1314.0,1.0,0.0,1.0,1.0,3.67,1.0,100794139.93,72094807.67,87984.78,4137.62,6696.04,15.73,1.63,1.58,1.0
10821,Bancor V2.1,1315.0,1.0,0.0,1.0,1.0,3.67,1.0,102629390.83,73489187.05,88050.66,4142.62,6709.28,15.73,1.81,1.59,1.0
10822,Bancor V2.1,1316.0,1.0,0.0,1.0,1.0,3.67,1.0,104244320.31,74453415.74,88116.8,4147.54,6721.88,15.73,1.34,1.59,1.0
10823,Bancor V2.1,1317.0,1.0,0.0,1.0,1.0,3.67,1.0,105832949.6,73927981.85,88183.98,4152.18,6733.5,15.73,1.35,1.59,1.0
10824,Bancor V2.1,1318.0,1.0,0.0,1.0,1.0,3.67,1.0,107153436.92,75039312.05,88251.6,4156.74,6744.6,15.73,1.19,1.59,1.0
10825,Bancor V2.1,1319.0,1.0,0.0,1.0,1.0,3.67,1.0,108619889.71,75761901.2,88318.82,4161.24,6755.34,15.73,1.28,1.59,1.0
10826,Bancor V2.1,1320.0,1.0,0.0,1.0,1.0,3.67,1.0,109743640.71,75138162.08,88386.38,4165.8,6765.8,15.73,0.91,1.58,1.0
10827,Bancor V2.1,1321.0,1.0,0.0,1.0,1.0,3.67,1.0,110608496.52,76857542.43,88454.12,4170.28,6775.96,15.73,0.78,1.58,1.0
10828,Bancor V2.1,1322.0,1.0,0.0,1.0,1.0,3.67,1.0,111411576.14,77431007.32,88522.9,4174.94,6786.16,15.73,0.74,1.57,1.0
10829,Bancor V2.1,1323.0,1.0,0.0,1.0,1.0,3.67,1.0,112503019.67,77093339.78,88592.06,4179.72,6796.36,15.73,0.96,1.56,1.0
10830,Bancor V2.1,1324.0,1.0,0.0,1.0,1.0,3.67,1.0,113898191.92,76905558.62,88658.82,4184.52,6806.4,15.73,1.19,1.55,1.0
10831,Bancor V2.1,1325.0,1.0,0.0,1.0,1.0,3.67,1.0,115597570.71,78087357.43,88720.4,4189.18,6816.34,15.73,1.47,1.54,1.0
10832,Bancor V2.1,1326.0,1.0,0.0,1.0,1.0,3.67,1.0,117375373.0,79479356.94,88783.82,4193.8,6826.16,15.73,1.52,1.53,1.0
10833,Bancor V2.1,1327.0,1.0,0.0,1.0,1.0,3.67,1.0,119321839.61,80871146.79,88848.18,4198.48,6836.06,15.73,1.52,1.52,1.0
10834,Bancor V2.1,1328.0,1.0,0.0,1.0,1.0,3.67,1.0,121239809.64,80912184.37,88913.22,4203.18,6845.96,15.73,1.52,1.51,1.0
10835,Bancor V2.1,1329.0,1.0,0.0,1.0,1.0,3.67,1.0,123100602.54,81816758.69,88978.7,4207.88,6855.8,15.73,1.44,1.5,1.0
10836,Bancor V2.1,1330.0,1.0,0.0,1.0,1.0,3.67,1.0,124991745.49,81590854.76,89044.56,4212.52,6865.44,15.73,1.55,1.49,1.0
10837,Bancor V2.1,1331.0,1.0,0.0,1.0,1.0,3.67,1.0,126342393.45,82672819.51,89110.08,4217.0,6874.64,15.73,1.16,1.49,1.0
10838,Bancor V2.1,1332.0,1.0,0.0,1.0,1.0,3.67,1.0,127967920.36,84122333.73,89174.7,4221.34,6883.32,15.73,1.32,1.48,1.0
10839,Bancor V2.1,1333.0,1.0,0.0,1.0,1.0,3.67,1.0,129855144.12,85026390.29,89240.1,4225.66,6891.92,15.73,1.52,1.47,1.0
